case_id,Case Status,Unnamed: 2,Product Phase,Concept Year_year,Concept Year_year_raw,Concept Year_year_qualifier,Prototype Year_year,Prototype Year_year_raw,Prototype Year_year_qualifier,Commercial Year_year,Commercial Year_year_raw,Commercial Year_year_qualifier,Patent mentions biomim*?,Academia or Industry,Company or Institution Name,Innovator?,Product Name,Product Description,Aerospace or Transport?,Mimic,Mimic Description,Sustainability?,Kingdom,Group,Phylum,Mimic System,Mimic Subsystem,Mimic Suprasystem,BioM Intensity,Bioutilization?,Species Utilized,Is this product Biomimetic?,Is this an Ecosystem Service,Process Type,Source(s),"Do the official or commercial product descriptions or journal article by developer mention inspir*, Biom*, Bioni*, or mimi*?",Third Party,Product Biomimetic Description Word,Word Category,Country,Continent,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,display_name,biom_type_function,biom_type_form,biom_type_process,biom_type_interaction,biom_type_na,country_iso3,country_name_canonical
42,"Complete, no interview",,Commercially Available,,,,,,,,,,,,Massachusetts Institute of Technology,,,Cascade synthesis of complex ladder molecules. Has applications in the pharmaceutical industry in relation to the production of large quantities of pharmaceutical compounds.,False,Red tide algae,"Red tide algae's ability to produce large quantities of structurally similar [similar to pharmaceutical related compounds], toxic chemicals.",False,Protista,Other,,Organism,Cell,Population,1.0,False,,True,False,,"http://web.mit.edu/chemistry/jamison/index.html
Vilotijevic, I. & Jamison, T.F., 2009. Epoxide-Opening Cascades in the Synthesis of Polycyclic Polyether Natural Products. Angewandte Chemie International Edition, 48(29), pp.5250–5281.",True,,Biomimetic,Biomimet*,USA,North America,,,,,,,,False,False,True,False,False,USA,United States
43,"Complete, no interview",,In Development,,,,,,,,,,,,"University of Michigan, Department of Electrical Engineering and Computer Science",,Memristor,"Cat algorithms.
A memristor is a two-terminal electronic device whose conductance can be precisely modulated by charge or flux through
it.
Circuit element that carry memories.",False,"Cat brain neurophysiology, synapses",,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,2.0,False,,True,False,,"Jo, S.H. et al., 2010. Nanoscale memristor device as synapse in neuromorphic systems. Nano letters, 10(4), pp.1297–1301.

",True,,Biology-inspired,Inspir*,USA,North America,,,,,,,Memristor,False,True,False,True,False,USA,United States
44,"Complete, no interview",,Commercially Available,,,,,,,,,,False,,Viavi Solutions (formerly JDSU),True,ChromaFlair Color-shifting paints,Colour-changing paint.,False,"Soap bubbles, butterfly wings, and sea shells.","Ultra-thin layered structures like those in soap bubbles, butterfly wings, or sea shells.",False,Animalia,,,Organ,Tissue,Organ System,1.0,False,,True,False,,"http://www.jdsu.com/News-and-Events/news-releases/Pages/jdsus-chromaflair-color-shift-pigments-create-dazzling-effects-for-scion.aspx
http://www.jdsu.com/en-us/Authentication-Solutions/markets/Solutions-A-Z/Pages/chromaflair-pigments.aspx",False,,,,USA,North America,,,,,,,ChromaFlair Color-shifting paints,False,True,False,False,False,USA,United States
45,"Complete, no interview",,In Development,,,,,,,,,,,,CloudSolar,,,Solar heaters.,False,"N/A
Thermal properties of certain biofuels.","Patent-pending, it has something to do with the type of fluid used, but no info",True,,,,,,,,True,,False,False,,http://armanicreations.com/project-successes/cloud-solar-inc/   http://www.washingtonpost.com/wp-dyn/content/article/2010/11/12/AR2010111205806.html,False,,,,USA,North America,,,,,,,,False,False,False,False,True,USA,United States
46,"Complete, no interview",,Commercially Available,,,,,,,,,,,,"Kyoto University, Human and Environmental Studies",,Fractal Shade,Artificial shade structure.,False,Geometric pattern of tree branches and leaves,Mimics the geometric pattern of trees and leaves to provdie optimal cooling effect.,False,Plantae,Plants,,Organism,Organ System,Population,,False,,False,True,,"http://www.asknature.org/product/9c1c823f81e0e7218a3286d38595d0a2
http://ehp.niehs.nih.gov/121-a18/
http://www.h.kyoto-u.ac.jp/staff/332_sakai_s_0_e.html
http://www.japanfs.org/en/pages/030459.html",False,,,,Japan,Asia,,,,,,,Fractal Shade,False,False,False,False,True,JPN,Japan
47,"Complete, with interview",,Concept,2011.0,2011,,,,,,,,,,Massachusetts Institute of Technology,True,Layout of heliostat field design,Design for solar panels arranged to have minimal spacing in between while ensuring that they do not block sunlight for nearby panels.,False,Phylotaxis,"Optimal arrangement of objects in a cluster, such as the spirals found in phylotaxis (arrangements of plants in nature).",True,Plantae,Plants,Anthophyta,Organ System,Organ,Organism,1.0,False,,True,False,Retroactive,"http://meche.mit.edu/people/?id=365
http://mitsoslab.scripts.mit.edu/index.php?id=1
http://www.asknature.org/product/9019331e9e9a075da8da8a675b8b38fc
http://www.greenoptimistic.com/2012/01/13/mit-csp-design-land-use/#.UXFXK4JAFhw",False,,,,USA,North America,,,,,,,Layout of heliostat field design,False,True,False,False,False,USA,United States
48,"Complete, no interview",,In Development,,,,,,,,,,,,Seoul National University of Technology,,Dew Bank,Water bottle that collects water through dew formation.,False,Namibian desert beetle (Onymacris unguicularis),Fog-gathering technique of the Namibian desert beetle (Onymacris unguicularis).  Related to the shape of the beetle's body.,False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,1.0,False,,True,True,,"http://www.yankodesign.com/2010/07/05/beetle-juice-inspired/
http://www.treehugger.com/clean-water/beetle-inspired-dew-bank-concept-draws-water-from-desert-air.html
http://www.idsa.org/content/content1/dew-bank",True,,inspired,Inspir*,South Korea,Asia,,,,,,,Dew Bank,False,True,False,False,False,KOR,"Korea, Republic of"
49,"Complete, no interview",,In Development,,,,,,,,,,,,University of Wisconsin-Madison,,,Directional antennae.,False,Fly (Ormia ochracea),Directional hearing of the fly Ormia ochracea.,False,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,1.0,False,,True,False,Biology to Design,"http://www.engr.wisc.edu/ece/faculty/behdad_nader.html
Behdad, N., Al-Joumayly, M.A. & Li, M., 2011. Biologically Inspired Electrically Small Antenna Arrays With Enhanced Directional Sensitivity. IEEE Antennas and Wireless Propagation Letters, 10, pp.361–364.",True,,Biomimetic,Biomimet*,USA,North America,,,,,,,,False,False,True,False,False,USA,United States
50,"Complete, no interview",,In Development,,,,,,,,,,,,"Weizmann Institute of Science, Department of Molecular Genetics",,,Distributed computing solution.,False,Fruit fly cells (nervous system development),Algorithm copies the development of the fruit fly's nervous system (more specifically the sensory organ precusor development).,False,Animalia,Invertebrates,Arthropoda,Cell,Organelle,Tissue,1.0,False,,True,False,,"http://barkai-serv.weizmann.ac.il/GroupPage/, http://www.weizmann.ac.il/molgen/members/naama.html
http://www.sciencedaily.com/releases/2011/01/110113141559.htm, Journal Article Afek et al 2011",True,,Inspiration,Inspir*,Israel,Asia,,,,,,,,False,False,True,False,False,ISR,Israel
51,"Complete, no interview",,In Development,,,,,,,,,,,,Sweeny Sterling Finlayson & Co Architects,,FlexNatür Planning System,Downtown condos- planning system.,False,(possibly) paper wasp,"Not sure, ask nature claims it is biomimicry but could be retroactively classified and nothing on company website. ",False,Animalia,Invertebrates,Arthropoda,,,,,False,,False,False,,"www.andco.com/
www.asknature.org/product/2c4a501b861f405bd90b99b3f6e865c2",False,,,,Canada,North America,,,,,,,FlexNatür Planning System,False,False,False,False,True,CAN,Canada
52,"Complete, no interview",,No longer in development,,No Information,,,No Information,,,,,False,,Stanford University,True,Duoptix™ synthetic corneas,Hydrogel for use in artificial corneas.,False,Cornea or biological tissue?,"Polymer material can swell 80% to hold water, the same as biological tissue. The biocompatible hydrogel is transparent and permeable to nutrients. ",False,Animalia,,,Tissue,Cell,Organ,0.0,False,,True,False,,"http://news.stanford.edu/news/2006/september13/cornea-091306.html
Myung, D. et al., 2007. Design and fabrication of an artificial cornea based on a photolithographically patterned hydrogel construct. Biomedical microdevices, 9(6), pp.911–922.
Myung, D. et al., 2008. Glucose-permeable interpenetrating polymer network hydrogels for corneal implant applications: A pilot study. Current eye research, 33(1), pp.29–43.
www.biox.stanford.edu/grant/r2_iip_ta.html
",True,,Biomimetic,Biomimet*,USA,North America,,,,,,,Duoptix™ synthetic corneas,True,False,False,False,False,USA,United States
53,"Complete, no interview",,Commercially Available,,,,,,,,,,,,DuPont™,,Nomex® and Kevlar® honeycomb composite materials,Strong composite materials.,False,Honeycomb structure in bee and wasp nests,,False,Animalia,Invertebrates,Arthropoda,,,,1.0,False,,True,False,,"http://www2.dupont.com/personal-protection/en-us/dpt/nomex.html
http://www2.dupont.com/personal-protection/en-us/dpt/kevlar.html",False,,,,,North America,,,,,,,Nomex® and Kevlar® honeycomb composite materials,False,True,False,False,False,,
54,"Complete, no interview",,"Discontinued, was Commercially Available",,,,,,,,,,,,Dyesol / GreatCell Solar (liquidated 2019),,Dye solar cell technology (DSC),"Using an electrolyte, a layer of titania (a pigment used in everything from toothpaste to paint), and ruthenium dye deposited on glass, metal, or polymer substrates. Light striking the the dye excites electrons, which are then absorbed by the titania to become an electric current.",False,Photosynthesis,,True,,,,Organelle,Molecule,Cell,1.0,False,,True,True,,www.dyesol.com/page/Technology,False,,,,Australia,Oceania,,,,,,,Dye solar cell technology (DSC),False,False,True,False,False,AUS,Australia
55,"Complete, with interview",,Commercially Available,1990.0,1990,,1992.0,1992,,1996.0,1996,,,,"Mick Pearce

Arup Construction Company",True,Eastgate Centre Building,Building in Zimbabwe with a self-regulating ventilation system (passive cooling system).,False,"Thermal control in termite mounds, and the structure of cacti",Mimicking how termite mounds cool themselves and how the large surface area of cacti is used to disperse heat to create a building with a passive cooling system.,True,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,2.0,False,,True,True,Design to Biology,www.mickpearce.com/works/office-public-buildings/eastgate-development-harare/,False,,,,Zimbabwe,Africa,,,,,,,Eastgate Centre Building,False,True,True,False,False,ZWE,Zimbabwe
56,"Complete, no interview",,Commercially Available,,,,,,,,,,True,,Luritek,True,Eco-Clad® anti-fouling paint,Anti-fouling biofilm for ship hulls.,True,Biofilm on organisms,Mimics the fact that some organisms like fish have a biofilm coating which repels undesirable organisms.  ,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,www.ecoclad.com/,True,,Biomimicry,Biomimic*,USA,North America,,,,,,,Eco-Clad® anti-fouling paint,False,False,True,False,False,USA,United States
57,"Complete, no interview",,Commercially Available,,,,,,,,,,,,"Todd Ecological Design, Inc.",,Eco-Machine wastewater management,"Wastewater treatment using bacteria, fungi, plants, snails, clams, and fish that break down organic pollutants.",False,Aquatic ecosystems,"Aquatic ecosystems- can also be designed to function and resemble a baffled river through the creation of eddies, countercurrents, and contact zones.",True,,,,Ecosystem,Community,Biosphere,1.0,True,"Bacteria, fungi, plants, snails, clams, and fish ",True,True,Biology to Design,www.toddecological.com/eco-machines/,False,,,,USA,North America,,,,,,,Eco-Machine wastewater management,False,False,False,True,False,USA,United States
58,"Complete, with interview",,Commercially Available,2007.0,2007,,2009.0,2009,,2009.0,2009,,False,,Ecovative Design,True,EcoCradle™ packaging,Packaging made from agricultural byproducts.,False,"Mushroom resin used in product, states mimics nature's cyclic material flows",,True,Fungi,Fungi,,Ecosystem,Community,Biosphere,,True,Mycelia (no specific spesies mentioned),False,False,Biology to Design,www.mushroompackaging.com/,False,"AskNature
http://www.asknature.org/product/a10b75e63cdad605b63a71bbba2caa15",,,USA,North America,,,,,,,EcoCradle™ packaging,False,False,False,False,True,USA,United States
59,"Complete, no interview",,In Development,,,,,,,,,,True,,Vincent Artero (CEA),True,,Electrolysis of water into hydrogen and oxygen.,False,Hydrogenase enzymes,Mimics natural hydrogenase enzymes to catalyze the electrolysis of water into hydrogen and oxygen.,True,,,,Molecule,,Organelle,1.0,False,,True,False,,"Goff, A.L. et al., 2009. From Hydrogenases to Noble Metal–Free Catalytic Nanomaterials for H2 Production and Uptake. Science, 326(5958), pp.1384–1387.

",True,,Biomimetic,Biomimet*,France,Europe,,,,,,,,False,False,True,False,False,FRA,France
60,"Complete, no interview",,In Development,,,,,,,,,,,,"Seoul National University, Multiscale Biomimetics Systems Laboratory",,,Electronic skin or heat sensors.,False,Beetle wing microtrichia,"Sensor made from interlocking artificial hairs, inspired by beetle wing-locking structures (microtrichia).",False,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,1.0,False,,True,False,,"Pang, C. et al., 2012. A flexible and highly sensitive strain-gauge sensor using reversible interlocking of nanofibres. Nature Materials, 11(9), pp.795–801.

",True,,Biomimetic,Biomimet*,South Korea,Asia,,,,,,,,False,True,False,False,False,KOR,"Korea, Republic of"
61,"Complete, with interview",,No longer in development,2008.0,2008,,2008.0,2008,,,,,,,,True,Elf Shelter Rainwater Collector,Leaf-shaped rain collector.,False,Deciduous tree leaf,Mimicking the way a leaf is shaped in order to collect more water. ,False,Plantae,Plants,Anthophyta,Tissue,Cell,Organ,,False,,False,False,Design to Biology,http://www.asknature.org/product/8cb076fafce8b95b379adc020d7ed705,,,,,UK,Europe,,,,,,,Elf Shelter Rainwater Collector,False,False,False,False,True,GBR,United Kingdom
62,"Complete, no interview",,Concept,,,,,,,,,,,,Integrated Nanophotonics Laboratory,,,Enhanced scintillation materials that increase scintillator light absorption efficiency in x-ray imaging.,False,Moth eye,Copying the nanostructure.Nanostructures that utilize an array of circular protrubances.,False,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,1.0,False,,True,False,,https://sites.google.com/site/yysnanophotonics/home,False,,,,USA,North America,,,,,,,,False,True,False,False,False,USA,United States
63,"Complete, with interview",,In Development,2003.0,2003/2004,,2007.0,2007,,,,,False,,University of Utah,True,,Enzymatic fuel cell.,False,Mitochondria energy conversion,Cells encapsulating enzymes in membrane-bound vesicles.,True,,,,Cell,Organelle,Tissue,0.0,False,,True,False,Biology to Design,"http://www.chem.utah.edu/directory/faculty/minteer.html
C. Fischer, S. Xu, R. Arechederra, and S.D. Minteer, “Mitochondrial Biofuel Cells: Expanding Fuel Diversity to Amino Acids,” Physical Chemistry Chemical Physics, 2011, 13, 86-92.",False,,,,USA,North America,,,,,,,,True,False,False,False,False,USA,United States
64,"Complete, no interview",,In Development,,,,,,,,,,,,"University of Pennsylvania, PennDesign, School of Medicine, Engineering and Applied Sciences ",,eSkin,Adaptive materials with surfaces interlaced with sensors and feedback mechanisms (to adapt to changing environmental conditions).,False,Human cells,,True,Animalia,Chordates,Chordata,Cell,Organelle,Tissue,0.0,False,,True,False,,"http://www.seas.upenn.edu/~shuyang/research/
http://jennysabin.com/?page_id=426",True,,Mimic,Mimi*,USA,North America,,,,,,,eSkin,True,False,False,False,False,USA,United States
65,"Complete, no interview",,Commercially Available,,,,,,,,,,False,,EvoLogics,True,S2C Sweep Spread Carrier,Underwater modem and sensor.,False,Dolphin and whale communication,"They chirp and sing across a broad frequency bandwidth. This continuous change of frequencies not only serves to transmit information, but also to compensate for sources of interference such as echoes and noise. modems built on S2C technology continuously spread the signal energy over a wide range of frequencies and adapt the signal structure so that the multipath components do not interfere with each other. ",False,Animalia,Chordates,Chordata,Organ System,Organ,Organism,1.0,False,,True,False,,http://www.evologics.de/en/products/acoustics/Technology.html,True,,Mimic,Mimi*,Germany,Europe,,,,,,,S2C Sweep Spread Carrier,False,False,True,False,False,DEU,Germany
